ID,Business Name,Category,City,Country,Phone,Email,Lead Score,Status,WhatsApp Direct Link,Email Subject,WhatsApp Pitch
"APX-0232","InterContinental Riyadh","Luxury Hospitality KSA","Riyadh","Saudi Arabia","+966 11 465 5000","intercontinental.riyadh@ihg.com","97","Ready for Outreach","https://wa.me/966114655000?text=Marhaba%20InterContinental%20Riyadh%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — InterContinental Riyadh (Riyadh / Jeddah)","Marhaba InterContinental Riyadh Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
"APX-0233","Hilton Riyadh Hotel & Residences","Luxury Hospitality KSA","Riyadh","Saudi Arabia","+966 11 234 6666","events.riyadh@hilton.com","97","Ready for Outreach","https://wa.me/966112346666?text=Marhaba%20Hilton%20Riyadh%20Hotel%20%26%20Residences%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — Hilton Riyadh Hotel & Residences (Riyadh / Jeddah)","Marhaba Hilton Riyadh Hotel & Residences Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
"APX-0234","Kaya Skin Clinic Riyadh","Private Clinic KSA","Riyadh","Saudi Arabia","+966 11 201 1100","care@kayaskinclinic.com","93","Ready for Outreach","https://wa.me/966112011100?text=Marhaba%20Kaya%20Skin%20Clinic%20Riyadh%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — Kaya Skin Clinic Riyadh (Riyadh / Jeddah)","Marhaba Kaya Skin Clinic Riyadh Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
"APX-0235","Derma Clinic Riyadh","Private Clinic KSA","Riyadh","Saudi Arabia","+966 11 465 0000","info@dermaclinic.biz","94","Ready for Outreach","https://wa.me/966114650000?text=Marhaba%20Derma%20Clinic%20Riyadh%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — Derma Clinic Riyadh (Riyadh / Jeddah)","Marhaba Derma Clinic Riyadh Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
"APX-0236","Al Khozama Management Company","Food & Restaurant Group KSA","Riyadh","Saudi Arabia","+966 11 465 4650","info@alkhozama.com","96","Ready for Outreach","https://wa.me/966114654650?text=Marhaba%20Al%20Khozama%20Management%20Company%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — Al Khozama Management Company (Riyadh / Jeddah)","Marhaba Al Khozama Management Company Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
"APX-0237","L'azurde Jewelry Saudi Arabia","Jewelry & Luxury Retail","Riyadh","Saudi Arabia","+966 11 265 1111","info@lazurde.com","95","Ready for Outreach","https://wa.me/966112651111?text=Marhaba%20L'azurde%20Jewelry%20Saudi%20Arabia%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — L'azurde Jewelry Saudi Arabia (Riyadh / Jeddah)","Marhaba L'azurde Jewelry Saudi Arabia Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
"APX-0238","Intel India Bangalore Campus","Tech Enterprise","Bangalore","India","+91 80 2507 5000","events.india@intel.com","99","Ready for Outreach","https://wa.me/918025075000?text=Hi%20Intel%20India%20Bangalore%20Campus%20Leadership!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%2C%20Founder%20of%20GALICON.%20We%20deliver%20turnkey%20corporate%20event%20production%20across%20Bangalore%20(The%20Leela%20Palace%2C%20ITC%20Gardenia%2C%20BIEC)%20with%20curved%204K%20LED%20staging%2C%20concert%20sound%20%26%20VIP%20protocol.%20Planning%20any%20tech%20summit%20or%20team%20conclave%20this%20quarter%3F%20Let's%20connect!","Exclusive Corporate Summit & Staging Production for Intel India Bangalore Campus (Bangalore)","Hi Intel India Bangalore Campus Leadership! 👋 I am Ismail Kazia, Founder of GALICON. We deliver turnkey corporate event production across Bangalore (The Leela Palace, ITC Gardenia, BIEC) with curved 4K LED staging, concert sound & VIP protocol. Planning any tech summit or team conclave this quarter? Let's connect!"
"APX-0239","Adobe Systems India Bangalore","Tech Enterprise","Bangalore","India","+91 80 6755 0000","adobe_events@adobe.com","98","Ready for Outreach","https://wa.me/918067550000?text=Hi%20Adobe%20Systems%20India%20Bangalore%20Leadership!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%2C%20Founder%20of%20GALICON.%20We%20deliver%20turnkey%20corporate%20event%20production%20across%20Bangalore%20(The%20Leela%20Palace%2C%20ITC%20Gardenia%2C%20BIEC)%20with%20curved%204K%20LED%20staging%2C%20concert%20sound%20%26%20VIP%20protocol.%20Planning%20any%20tech%20summit%20or%20team%20conclave%20this%20quarter%3F%20Let's%20connect!","Exclusive Corporate Summit & Staging Production for Adobe Systems India Bangalore (Bangalore)","Hi Adobe Systems India Bangalore Leadership! 👋 I am Ismail Kazia, Founder of GALICON. We deliver turnkey corporate event production across Bangalore (The Leela Palace, ITC Gardenia, BIEC) with curved 4K LED staging, concert sound & VIP protocol. Planning any tech summit or team conclave this quarter? Let's connect!"
"APX-0240","VMware Software India Bangalore","Tech Enterprise","Bangalore","India","+91 80 4044 0000","vmware_events@vmware.com","97","Ready for Outreach","https://wa.me/918040440000?text=Hi%20VMware%20Software%20India%20Bangalore%20Leadership!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%2C%20Founder%20of%20GALICON.%20We%20deliver%20turnkey%20corporate%20event%20production%20across%20Bangalore%20(The%20Leela%20Palace%2C%20ITC%20Gardenia%2C%20BIEC)%20with%20curved%204K%20LED%20staging%2C%20concert%20sound%20%26%20VIP%20protocol.%20Planning%20any%20tech%20summit%20or%20team%20conclave%20this%20quarter%3F%20Let's%20connect!","Exclusive Corporate Summit & Staging Production for VMware Software India Bangalore (Bangalore)","Hi VMware Software India Bangalore Leadership! 👋 I am Ismail Kazia, Founder of GALICON. We deliver turnkey corporate event production across Bangalore (The Leela Palace, ITC Gardenia, BIEC) with curved 4K LED staging, concert sound & VIP protocol. Planning any tech summit or team conclave this quarter? Let's connect!"
"APX-0241","Dell EMC Bangalore Centre","Tech Enterprise","Bangalore","India","+91 80 6695 0000","india_events@dell.com","97","Ready for Outreach","https://wa.me/918066950000?text=Hi%20Dell%20EMC%20Bangalore%20Centre%20Leadership!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%2C%20Founder%20of%20GALICON.%20We%20deliver%20turnkey%20corporate%20event%20production%20across%20Bangalore%20(The%20Leela%20Palace%2C%20ITC%20Gardenia%2C%20BIEC)%20with%20curved%204K%20LED%20staging%2C%20concert%20sound%20%26%20VIP%20protocol.%20Planning%20any%20tech%20summit%20or%20team%20conclave%20this%20quarter%3F%20Let's%20connect!","Exclusive Corporate Summit & Staging Production for Dell EMC Bangalore Centre (Bangalore)","Hi Dell EMC Bangalore Centre Leadership! 👋 I am Ismail Kazia, Founder of GALICON. We deliver turnkey corporate event production across Bangalore (The Leela Palace, ITC Gardenia, BIEC) with curved 4K LED staging, concert sound & VIP protocol. Planning any tech summit or team conclave this quarter? Let's connect!"
"APX-0242","Target India Corporate Bangalore","Tech Enterprise","Bangalore","India","+91 80 4135 7000","events.india@target.com","96","Ready for Outreach","https://wa.me/918041357000?text=Hi%20Target%20India%20Corporate%20Bangalore%20Leadership!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%2C%20Founder%20of%20GALICON.%20We%20deliver%20turnkey%20corporate%20event%20production%20across%20Bangalore%20(The%20Leela%20Palace%2C%20ITC%20Gardenia%2C%20BIEC)%20with%20curved%204K%20LED%20staging%2C%20concert%20sound%20%26%20VIP%20protocol.%20Planning%20any%20tech%20summit%20or%20team%20conclave%20this%20quarter%3F%20Let's%20connect!","Exclusive Corporate Summit & Staging Production for Target India Corporate Bangalore (Bangalore)","Hi Target India Corporate Bangalore Leadership! 👋 I am Ismail Kazia, Founder of GALICON. We deliver turnkey corporate event production across Bangalore (The Leela Palace, ITC Gardenia, BIEC) with curved 4K LED staging, concert sound & VIP protocol. Planning any tech summit or team conclave this quarter? Let's connect!"
"APX-0243","KreditBee (Finnovation Tech)","Fintech Unicorn","Bangalore","India","+91 80 4429 2200","partnerships@kreditbee.in","94","Ready for Outreach","https://wa.me/918044292200?text=Hi%20KreditBee%20(Finnovation%20Tech)%20Leadership!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%2C%20Founder%20of%20GALICON.%20We%20deliver%20turnkey%20corporate%20event%20production%20across%20Bangalore%20(The%20Leela%20Palace%2C%20ITC%20Gardenia%2C%20BIEC)%20with%20curved%204K%20LED%20staging%2C%20concert%20sound%20%26%20VIP%20protocol.%20Planning%20any%20tech%20summit%20or%20team%20conclave%20this%20quarter%3F%20Let's%20connect!","Exclusive Corporate Summit & Staging Production for KreditBee (Finnovation Tech) (Bangalore)","Hi KreditBee (Finnovation Tech) Leadership! 👋 I am Ismail Kazia, Founder of GALICON. We deliver turnkey corporate event production across Bangalore (The Leela Palace, ITC Gardenia, BIEC) with curved 4K LED staging, concert sound & VIP protocol. Planning any tech summit or team conclave this quarter? Let's connect!"
"APX-0244","Open Financial Technologies (Neobank)","Fintech Unicorn","Bangalore","India","+91 80 4718 9000","partnerships@open.money","95","Ready for Outreach","https://wa.me/918047189000?text=Hi%20Open%20Financial%20Technologies%20(Neobank)%20Leadership!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%2C%20Founder%20of%20GALICON.%20We%20deliver%20turnkey%20corporate%20event%20production%20across%20Bangalore%20(The%20Leela%20Palace%2C%20ITC%20Gardenia%2C%20BIEC)%20with%20curved%204K%20LED%20staging%2C%20concert%20sound%20%26%20VIP%20protocol.%20Planning%20any%20tech%20summit%20or%20team%20conclave%20this%20quarter%3F%20Let's%20connect!","Exclusive Corporate Summit & Staging Production for Open Financial Technologies (Neobank) (Bangalore)","Hi Open Financial Technologies (Neobank) Leadership! 👋 I am Ismail Kazia, Founder of GALICON. We deliver turnkey corporate event production across Bangalore (The Leela Palace, ITC Gardenia, BIEC) with curved 4K LED staging, concert sound & VIP protocol. Planning any tech summit or team conclave this quarter? Let's connect!"
"APX-0245","Yellow.ai (Enterprise Conversational AI)","DeepTech AI","Bangalore","India","+91 80 4718 8000","events@yellow.ai","96","Ready for Outreach","https://wa.me/918047188000?text=Hi%20Yellow.ai%20(Enterprise%20Conversational%20AI)%20Leadership!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%2C%20Founder%20of%20GALICON.%20We%20deliver%20turnkey%20corporate%20event%20production%20across%20Bangalore%20(The%20Leela%20Palace%2C%20ITC%20Gardenia%2C%20BIEC)%20with%20curved%204K%20LED%20staging%2C%20concert%20sound%20%26%20VIP%20protocol.%20Planning%20any%20tech%20summit%20or%20team%20conclave%20this%20quarter%3F%20Let's%20connect!","Exclusive Corporate Summit & Staging Production for Yellow.ai (Enterprise Conversational AI) (Bangalore)","Hi Yellow.ai (Enterprise Conversational AI) Leadership! 👋 I am Ismail Kazia, Founder of GALICON. We deliver turnkey corporate event production across Bangalore (The Leela Palace, ITC Gardenia, BIEC) with curved 4K LED staging, concert sound & VIP protocol. Planning any tech summit or team conclave this quarter? Let's connect!"
"APX-0246","Gupshup Technology India Bangalore","DeepTech AI","Bangalore","India","+91 22 4202 0202","marketing@gupshup.io","95","Ready for Outreach","https://wa.me/912242020202?text=Hi%20Gupshup%20Technology%20India%20Bangalore%20Leadership!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%2C%20Founder%20of%20GALICON.%20We%20deliver%20turnkey%20corporate%20event%20production%20across%20Bangalore%20(The%20Leela%20Palace%2C%20ITC%20Gardenia%2C%20BIEC)%20with%20curved%204K%20LED%20staging%2C%20concert%20sound%20%26%20VIP%20protocol.%20Planning%20any%20tech%20summit%20or%20team%20conclave%20this%20quarter%3F%20Let's%20connect!","Exclusive Corporate Summit & Staging Production for Gupshup Technology India Bangalore (Bangalore)","Hi Gupshup Technology India Bangalore Leadership! 👋 I am Ismail Kazia, Founder of GALICON. We deliver turnkey corporate event production across Bangalore (The Leela Palace, ITC Gardenia, BIEC) with curved 4K LED staging, concert sound & VIP protocol. Planning any tech summit or team conclave this quarter? Let's connect!"
"APX-0247","BharatPe Bangalore Tech Hub","Fintech Unicorn","Bangalore","India","+91 88 0000 0000","events@bharatpe.com","94","Ready for Outreach","https://wa.me/918800000000?text=Hi%20BharatPe%20Bangalore%20Tech%20Hub%20Leadership!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%2C%20Founder%20of%20GALICON.%20We%20deliver%20turnkey%20corporate%20event%20production%20across%20Bangalore%20(The%20Leela%20Palace%2C%20ITC%20Gardenia%2C%20BIEC)%20with%20curved%204K%20LED%20staging%2C%20concert%20sound%20%26%20VIP%20protocol.%20Planning%20any%20tech%20summit%20or%20team%20conclave%20this%20quarter%3F%20Let's%20connect!","Exclusive Corporate Summit & Staging Production for BharatPe Bangalore Tech Hub (Bangalore)","Hi BharatPe Bangalore Tech Hub Leadership! 👋 I am Ismail Kazia, Founder of GALICON. We deliver turnkey corporate event production across Bangalore (The Leela Palace, ITC Gardenia, BIEC) with curved 4K LED staging, concert sound & VIP protocol. Planning any tech summit or team conclave this quarter? Let's connect!"
"APX-0248","Bangalore Turf Club (Race Course)","Luxury Event Partner","Bangalore","India","+91 80 2226 2386","events@bangaloreraces.com","97","Ready for Outreach","https://wa.me/918022262386?text=Hi%20Bangalore%20Turf%20Club%20(Race%20Course)%20Leadership!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%2C%20Founder%20of%20GALICON.%20We%20deliver%20turnkey%20corporate%20event%20production%20across%20Bangalore%20(The%20Leela%20Palace%2C%20ITC%20Gardenia%2C%20BIEC)%20with%20curved%204K%20LED%20staging%2C%20concert%20sound%20%26%20VIP%20protocol.%20Planning%20any%20tech%20summit%20or%20team%20conclave%20this%20quarter%3F%20Let's%20connect!","Exclusive Corporate Summit & Staging Production for Bangalore Turf Club (Race Course) (Bangalore)","Hi Bangalore Turf Club (Race Course) Leadership! 👋 I am Ismail Kazia, Founder of GALICON. We deliver turnkey corporate event production across Bangalore (The Leela Palace, ITC Gardenia, BIEC) with curved 4K LED staging, concert sound & VIP protocol. Planning any tech summit or team conclave this quarter? Let's connect!"
"APX-0249","Palace Grounds (Tripuravasini Banquet)","Luxury Event Partner","Bangalore","India","+91 80 2361 0000","events@palacegrounds.in","98","Ready for Outreach","https://wa.me/918023610000?text=Hi%20Palace%20Grounds%20(Tripuravasini%20Banquet)%20Leadership!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%2C%20Founder%20of%20GALICON.%20We%20deliver%20turnkey%20corporate%20event%20production%20across%20Bangalore%20(The%20Leela%20Palace%2C%20ITC%20Gardenia%2C%20BIEC)%20with%20curved%204K%20LED%20staging%2C%20concert%20sound%20%26%20VIP%20protocol.%20Planning%20any%20tech%20summit%20or%20team%20conclave%20this%20quarter%3F%20Let's%20connect!","Exclusive Corporate Summit & Staging Production for Palace Grounds (Tripuravasini Banquet) (Bangalore)","Hi Palace Grounds (Tripuravasini Banquet) Leadership! 👋 I am Ismail Kazia, Founder of GALICON. We deliver turnkey corporate event production across Bangalore (The Leela Palace, ITC Gardenia, BIEC) with curved 4K LED staging, concert sound & VIP protocol. Planning any tech summit or team conclave this quarter? Let's connect!"
"APX-0250","Clarks Exotica Convention Resort & Spa","Luxury Event Partner","Bangalore","India","+91 80 7177 7000","events@clarksexotica.com","98","Ready for Outreach","https://wa.me/918071777000?text=Hi%20Clarks%20Exotica%20Convention%20Resort%20%26%20Spa%20Leadership!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%2C%20Founder%20of%20GALICON.%20We%20deliver%20turnkey%20corporate%20event%20production%20across%20Bangalore%20(The%20Leela%20Palace%2C%20ITC%20Gardenia%2C%20BIEC)%20with%20curved%204K%20LED%20staging%2C%20concert%20sound%20%26%20VIP%20protocol.%20Planning%20any%20tech%20summit%20or%20team%20conclave%20this%20quarter%3F%20Let's%20connect!","Exclusive Corporate Summit & Staging Production for Clarks Exotica Convention Resort & Spa (Bangalore)","Hi Clarks Exotica Convention Resort & Spa Leadership! 👋 I am Ismail Kazia, Founder of GALICON. We deliver turnkey corporate event production across Bangalore (The Leela Palace, ITC Gardenia, BIEC) with curved 4K LED staging, concert sound & VIP protocol. Planning any tech summit or team conclave this quarter? Let's connect!"
"APX-0251","SAP Labs India Whitefield Campus","Tech Enterprise","Bangalore","India","+91 80 6665 0000","sap_events@sap.com","99","Ready for Outreach","https://wa.me/918066650000?text=Hi%20SAP%20Labs%20India%20Whitefield%20Campus%20Leadership!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%2C%20Founder%20of%20GALICON.%20We%20deliver%20turnkey%20corporate%20event%20production%20across%20Bangalore%20(The%20Leela%20Palace%2C%20ITC%20Gardenia%2C%20BIEC)%20with%20curved%204K%20LED%20staging%2C%20concert%20sound%20%26%20VIP%20protocol.%20Planning%20any%20tech%20summit%20or%20team%20conclave%20this%20quarter%3F%20Let's%20connect!","Exclusive Corporate Summit & Staging Production for SAP Labs India Whitefield Campus (Bangalore)","Hi SAP Labs India Whitefield Campus Leadership! 👋 I am Ismail Kazia, Founder of GALICON. We deliver turnkey corporate event production across Bangalore (The Leela Palace, ITC Gardenia, BIEC) with curved 4K LED staging, concert sound & VIP protocol. Planning any tech summit or team conclave this quarter? Let's connect!"
"APX-0252","Texas Instruments India Bangalore","Tech Enterprise","Bangalore","India","+91 80 2509 9000","ti_events@ti.com","98","Ready for Outreach","https://wa.me/918025099000?text=Hi%20Texas%20Instruments%20India%20Bangalore%20Leadership!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%2C%20Founder%20of%20GALICON.%20We%20deliver%20turnkey%20corporate%20event%20production%20across%20Bangalore%20(The%20Leela%20Palace%2C%20ITC%20Gardenia%2C%20BIEC)%20with%20curved%204K%20LED%20staging%2C%20concert%20sound%20%26%20VIP%20protocol.%20Planning%20any%20tech%20summit%20or%20team%20conclave%20this%20quarter%3F%20Let's%20connect!","Exclusive Corporate Summit & Staging Production for Texas Instruments India Bangalore (Bangalore)","Hi Texas Instruments India Bangalore Leadership! 👋 I am Ismail Kazia, Founder of GALICON. We deliver turnkey corporate event production across Bangalore (The Leela Palace, ITC Gardenia, BIEC) with curved 4K LED staging, concert sound & VIP protocol. Planning any tech summit or team conclave this quarter? Let's connect!"
"APX-0253","Alfanar Group Riyadh","Energy & Infrastructure","Riyadh","Saudi Arabia","+966 11 9200 06111","corporate@alfanar.com","96","Ready for Outreach","https://wa.me/96611920006111?text=Marhaba%20Alfanar%20Group%20Riyadh%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — Alfanar Group Riyadh (Riyadh / Jeddah)","Marhaba Alfanar Group Riyadh Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
"APX-0254","Naghi Motors (BMW & Rolls-Royce KSA)","Automotive Dealership","Jeddah","Saudi Arabia","+966 12 669 5333","info@naghi.com.sa","98","Ready for Outreach","https://wa.me/966126695333?text=Marhaba%20Naghi%20Motors%20(BMW%20%26%20Rolls-Royce%20KSA)%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — Naghi Motors (BMW & Rolls-Royce KSA) (Riyadh / Jeddah)","Marhaba Naghi Motors (BMW & Rolls-Royce KSA) Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
"APX-0255","Al Hokair Group (Fawaz Al Hokair)","Retail & Fashion KSA","Riyadh","Saudi Arabia","+966 11 435 0000","info@fawazalhokair.com","95","Ready for Outreach","https://wa.me/966114350000?text=Marhaba%20Al%20Hokair%20Group%20(Fawaz%20Al%20Hokair)%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — Al Hokair Group (Fawaz Al Hokair) (Riyadh / Jeddah)","Marhaba Al Hokair Group (Fawaz Al Hokair) Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
"APX-0256","Shaza Riyadh Luxury Hotel","Hospitality KSA","Riyadh","Saudi Arabia","+966 11 834 9000","book.riyadh@shazahotels.com","94","Ready for Outreach","https://wa.me/966118349000?text=Marhaba%20Shaza%20Riyadh%20Luxury%20Hotel%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — Shaza Riyadh Luxury Hotel (Riyadh / Jeddah)","Marhaba Shaza Riyadh Luxury Hotel Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
"APX-0257","Elite Medical Complex Riyadh","Private Clinic KSA","Riyadh","Saudi Arabia","+966 11 461 6777","info@elitemc-sa.com","93","Ready for Outreach","https://wa.me/966114616777?text=Marhaba%20Elite%20Medical%20Complex%20Riyadh%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — Elite Medical Complex Riyadh (Riyadh / Jeddah)","Marhaba Elite Medical Complex Riyadh Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
"APX-0258","Al Tayer Motors (Ferrari & Maserati Dubai)","Luxury Automotive","Dubai","UAE","+971 4 303 7070","contactus@altayer-motors.com","98","Ready for Outreach","https://wa.me/97143037070?text=Hi%20Al%20Tayer%20Motors%20(Ferrari%20%26%20Maserati%20Dubai)%20Team!%20%F0%9F%91%8B%20We%20help%20luxury%20brands%20%26%20real%20estate%20developers%20in%20Dubai%20acquire%20high-net-worth%20buyers%20through%20hyper-targeted%20performance%20funnels%20(verified%204.8x%20ROAS).%20Are%20you%20looking%20to%20scale%20buyer%20acquisition%20this%20month%3F","High-Net-Worth Buyer Acquisition Funnel for Al Tayer Motors (Ferrari & Maserati Dubai) (Dubai)","Hi Al Tayer Motors (Ferrari & Maserati Dubai) Team! 👋 We help luxury brands & real estate developers in Dubai acquire high-net-worth buyers through hyper-targeted performance funnels (verified 4.8x ROAS). Are you looking to scale buyer acquisition this month?"
